# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
G/L	POS	branch	branchLength	distance2Root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
loss	454	N120	0.526262	1.24832	0.748301	1	1	1
loss	454	N126	0.162021	2.59229	0.693831	1	1	1
loss	454	t637000094_Desulfotalea_psychrophila	1.57609	2.5727	0	0	1	1
loss	454	t637000317_Syntrophus_aciditrophicus	1.21131	2.15537	0	0	1	1
loss	454	t637000030_Bdellovibrio_bacteriovorus	1.84734	2.73623	0	0	1	1
loss	454	t637000325_Thiomicrospira_crunogena	1.13383	3.29288	0	0	1	1
loss	454	N151	0.586901	4.16748	0.33509	2	1	1
loss	454	t637000338_Wigglesworthia_glossinidia	1.01059	6.07858	0	0	1	1
loss	454	t637000136_Idiomarina_loihiensis	0.804487	3.89995	0	0	1	1
loss	454	N170	0.648216	3.31875	0.653499	1	1	1
loss	454	t637000075_Chromohalobacter_salexigens	0.75901	3.61681	0	0	1	1
loss	454	t650716076_Pseudomonas_putida	0.0884586	3.78542	0	0	1	1
loss	454	N178	0.242263	2.58169	1.10707	1	1	1
loss	454	N183	1.70847	4.16526	0.0440567	1	1	1
loss	454	N188	1.00986	3.59044	0.0250739	1	1	1
loss	454	t637000088_Dechloromonas_aromatica	0.689345	3.17925	0	0	1	1
loss	454	t640069319_Methylibium_petroleiphilum	0.406299	3.57058	0	0	1	1
loss	454	N195	0.0508163	3.41759	0.268313	1	1	1
loss	454	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
loss	454	N203	0.842953	3.56502	0.00886199	1	1	1
loss	454	N206	0.0738117	2.54261	0.614762	1	1	1
loss	454	N208	0.440944	3.32134	0.104493	1	1	1
loss	454	N210	0.565073	2.52384	1.19189	2	1	1
loss	454	N222	0.206776	2.9716	0.377466	1	1	1
loss	454	N224	0.0919948	2.26517	0.911434	2	1	1
gain	455	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
gain	455	N227	0.0938604	2.35903	1.06961	3	1	1
loss	455	N229	0.360826	2.79263	0.728439	1	1	1
loss	455	t640427138_Rhodobacter_sphaeroides	0.332898	3.43146	0	0	1	1
loss	455	N236	0.491908	3.71226	0.191262	1	1	1
loss	455	t639279302_Agrobacterium_tumefaciens	0.267907	3.60156	0	0	1	1
loss	455	t642979300_Rhizobium_etli	0.341885	3.88055	0	0	1	1
loss	455	N243	0.560635	3.19602	0.232621	2	1	1
gain	456	t641736249_Clostridium_perfringens	0.632613	2.22814	0	0	1	1
gain	456	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
gain	456	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
gain	456	t637000020_Bacillus_halodurans	0.370072	3.43442	0	0	1	1
gain	456	N43	0.776131	3.59897	0.00697958	1	1	1
gain	456	N72	0.0702452	2.04986	0.654983	1	1	1
loss	456	N77	1.39337	3.9737	0.223932	1	1	1
loss	456	N79	0.254568	3.01693	0.476195	1	1	1
loss	456	t637000304_Streptomyces_avermitilis	0.228608	3.6511	0	0	1	1
loss	456	N81	0.609522	2.73264	0.45374	2	1	1
gain	456	t637000186_Myxococcus_xanthus	0.873581	2.28522	0	0	1	1
gain	456	t637000075_Chromohalobacter_salexigens	0.75901	3.61681	0	0	1	1
gain	456	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
gain	456	N198	0.289916	3.31366	0.266114	1	1	1
gain	456	N207	0.411601	2.8804	0.294126	1	1	1
loss	456	t637000195_Nitrosomonas_europaea	0.104493	3.42583	0	0	1	1
gain	456	N224	0.0919948	2.26517	0.911434	2	1	1
loss	456	N226	0.285389	2.6618	0.51481	1	1	1
loss	456	N229	0.360826	2.79263	0.728439	1	1	1
loss	456	N231	0.0685204	3.09856	0.332898	1	1	1
loss	456	N235	0.128714	3.22035	0.242925	2	1	1
loss	456	N243	0.560635	3.19602	0.232621	2	1	1
loss	457	N6	0.0978521	0.808452	0.839872	1	1	1
loss	457	t643886066_Lactobacillus_gasseri	0.0346956	4.47496	0	0	1	1
loss	457	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	457	N29	0.562483	4.09665	0.693046	1	1	1
loss	457	t651053075_Streptococcus_thermophilus	0.302792	4.36424	0	0	1	1
loss	457	t646564575_Streptococcus_mutans	0.272221	4.30725	0	0	1	1
loss	457	t637000158_Mesoplasma_florum	0.451004	3.75158	0	0	1	1
loss	457	t645951878_Ureaplasma_urealyticum	1.22978	4.43263	0	0	1	1
loss	457	t637000185_Mycoplasma_synoviae	1.06895	4.51181	0	0	1	1
loss	457	t637000322_Thermus_thermophilus	0.927813	2.15523	0	0	1	1
loss	457	N66	0.160885	1.79901	0.340511	1	1	1
loss	457	t637000320_Thermosynechococcus_elongatus	0.650435	2.43509	0	0	1	1
loss	457	t639633001_Acidothermus_cellulolyticus	0.598967	2.57858	0	0	1	1
loss	457	N77	1.39337	3.9737	0.223932	1	1	1
loss	457	t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	1	1
loss	457	N95	2.29904	2.78154	0.311435	2	1	1
loss	457	t2511231215_Treponema_pallidum	1.14696	3.85922	0	0	1	1
loss	457	N107	0.947284	2.09627	1.28507	1	1	1
loss	457	N113	1.7534	2.57358	0.771851	2	1	1
loss	457	t637000204_Pelobacter_carbinolicus	0.821259	2.06958	0	0	1	1
loss	457	t639633050_Pelobacter_propionicus	0.560439	2.12877	0	0	1	1
loss	457	t637000145_Lawsonia_intracellularis	0.957656	3.54994	0	0	1	1
loss	457	t637000094_Desulfotalea_psychrophila	1.57609	2.5727	0	0	1	1
loss	457	N127	0.0698325	0.944067	1.21131	1	1	1
loss	457	t637000325_Thiomicrospira_crunogena	1.13383	3.29288	0	0	1	1
loss	457	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	457	N165	0.723771	5.06799	0.940053	1	1	1
loss	457	t637000136_Idiomarina_loihiensis	0.804487	3.89995	0	0	1	1
loss	457	t637000166_Methylococcus_capsulatus	1.18958	3.64636	0	0	1	1
loss	457	t642555170_Xanthomonas_oryzae	0.0431648	4.2266	0	0	1	1
loss	457	N188	1.00986	3.59044	0.0250739	1	1	1
loss	457	N206	0.0738117	2.54261	0.614762	1	1	1
loss	457	t637000197_Nitrosospira_multiformis	0.294126	3.17452	0	0	1	1
loss	457	t637000195_Nitrosomonas_europaea	0.104493	3.42583	0	0	1	1
loss	457	N210	0.565073	2.52384	1.19189	2	1	1
loss	457	t637000356_Zymomonas_mobilis	0.818787	3.58361	0	0	1	1
loss	457	t637000155_Magnetospirillum_magneticum	0.51481	3.17661	0	0	1	1
loss	457	N236	0.491908	3.71226	0.191262	1	1	1
loss	457	t645058842_Brucella_abortus	0.0066869	3.46327	0	0	1	1
loss	458	t637000316_Syntrophomonas_wolfei	1.37182	2.18027	0	0	1	1
loss	458	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	458	t651053039_Lactobacillus_casei	0.549252	4.11656	0	0	1	1
loss	458	t2511231143_Leuconostoc_mesenteroides	0.693046	4.7897	0	0	1	1
loss	458	N48	0.797155	2.42846	1.32312	2	1	1
loss	458	N61	0.177368	0.391939	1.50721	2	1	1
loss	458	t639633001_Acidothermus_cellulolyticus	0.598967	2.57858	0	0	1	1
loss	458	t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	1	1
loss	458	t647000231_Corynebacterium_jeikeium	0.523099	3.76245	0	0	1	1
loss	458	t637000170_Mycobacterium_leprae	0.215787	3.58065	0	0	1	1
loss	458	t637000248_Rubrobacter_xylanophilus	1.46472	2.21765	0	0	1	1
loss	458	N93	0.0856107	0.335398	2.21692	2	1	1
gain	458	t637000327_Treponema_denticola	0.505795	3.21805	0	0	1	1
gain	458	N109	0.996797	3.31861	0.587209	1	1	1
loss	458	t637000024_Bacteroides_fragilis	0.123027	3.92207	0	0	1	1
loss	458	N112	0.413388	0.82018	1.6278	1	1	1
loss	458	N122	0.26541	1.83374	0.16288	1	1	1
loss	458	N123	0.152174	0.874235	1.28114	2	1	1
loss	458	t637000030_Bdellovibrio_bacteriovorus	1.84734	2.73623	0	0	1	1
loss	458	t637000007_Anaeromyxobacter_dehalogenans	0.773152	2.18479	0	0	1	1
loss	458	t637000256_Shewanella_denitrificans	0.151629	3.90562	0	0	1	1
loss	458	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	458	N164	0.228668	4.34422	0.0935405	1	1	1
loss	458	N166	0.0617933	3.09546	0.642546	1	1	1
loss	458	t637000004_Alcanivorax_borkumensis	0.82595	3.49648	0	0	1	1
loss	458	t637000249_Saccharophagus_degradans	0.918675	3.5737	0	0	1	1
loss	458	N178	0.242263	2.58169	1.10707	1	1	1
loss	458	N181	0.0671176	2.33931	0.892659	1	1	1
loss	458	t637000166_Methylococcus_capsulatus	1.18958	3.64636	0	0	1	1
loss	458	t637000349_Xylella_fastidiosa	0.507165	4.67242	0	0	1	1
loss	458	t637000074_Chromobacterium_violaceum	0.520802	3.10138	0	0	1	1
loss	458	t642555143_Neisseria_gonorrhoeae	0.0372095	3.62765	0	0	1	1
loss	458	t637000088_Dechloromonas_aromatica	0.689345	3.17925	0	0	1	1
loss	458	N193	0.372145	3.16428	0.406299	1	1	1
loss	458	t651053062_Ralstonia_solanacearum	0.443338	3.46708	0	0	1	1
loss	458	t637000033_Bordetella_parapertussis	0.00495294	3.58686	0	0	1	1
loss	458	N205	0.0945805	2.4688	0.688574	2	1	1
loss	458	N210	0.565073	2.52384	1.19189	2	1	1
loss	458	N222	0.206776	2.9716	0.377466	1	1	1
loss	458	N224	0.0919948	2.26517	0.911434	2	1	1
gain	458	t2511231195_Paracoccus_denitrificans	0.744951	3.84351	0	0	1	1
gain	459	N14	0.103686	2.38091	0.865552	3	1	1
loss	459	t637000201_Oceanobacillus_iheyensis	0.745715	3.50176	0	0	1	1
loss	459	t637000118_Geobacillus_kaustophilus	0.585619	3.37249	0	0	1	1
loss	459	N43	0.776131	3.59897	0.00697958	1	1	1
gain	459	N70	1.11201	1.86494	0.66724	1	1	1
loss	459	t639633001_Acidothermus_cellulolyticus	0.598967	2.57858	0	0	1	1
loss	459	N77	1.39337	3.9737	0.223932	1	1	1
gain	459	t637000186_Myxococcus_xanthus	0.873581	2.28522	0	0	1	1
gain	459	N138	0.103781	3.13745	0.612754	2	1	1
loss	459	t638341150_Photobacterium_profundum	0.282467	3.94582	0	0	1	1
loss	459	t637000335_Vibrio_parahaemolyticus	0.136577	4.11709	0	0	1	1
loss	459	t650377917_Buchnera_aphidicola	0.940053	6.00804	0	0	1	1
gain	459	t2511231156_Pseudomonas_fluorescens	0.245386	4.21807	0	0	1	1
gain	459	t643348531_Coxiella_burnetii	0.987496	3.68876	0	0	1	1
gain	459	N232	0.276355	2.63539	0.793256	3	1	1
loss	460	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	460	N6	0.0978521	0.808452	0.839872	1	1	1
loss	460	t639633021_Clostridium_novyi	0.499678	2.28439	0	0	1	1
loss	460	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	460	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	460	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	460	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	460	t639633047_Oenococcus_oeni	0.826813	4.92347	0	0	1	1
loss	460	t637000020_Bacillus_halodurans	0.370072	3.43442	0	0	1	1
loss	460	N48	0.797155	2.42846	1.32312	2	1	1
loss	460	t637000322_Thermus_thermophilus	0.927813	2.15523	0	0	1	1
loss	460	N64	0.871683	1.26362	0.635532	1	1	1
loss	460	N70	1.11201	1.86494	0.66724	1	1	1
gain	460	N75	0.103871	2.2945	1.07741	1	1	1
loss	460	t637000331_Tropheryma_whipplei	1.52754	4.54447	0	0	1	1
gain	460	N83	0.302197	3.54155	0.304762	1	1	1
gain	460	t2506783060_Mycobacterium_smegmatis	0.332199	3.58929	0	0	1	1
loss	460	N92	0.160097	0.249787	1.74684	3	1	1
gain	460	N101	0.596974	1.29345	1.78546	2	1	1
gain	460	N110	0.480439	3.79905	0.10677	1	1	1
gain	460	N125	1.43365	2.43027	0.372034	1	1	1
loss	460	t637000145_Lawsonia_intracellularis	0.957656	3.54994	0	0	1	1
gain	460	N145	0.0568849	3.28777	0.559809	1	1	1
loss	460	t643692054_Vibrio_cholerae	0.357926	4.24869	0	0	1	1
loss	460	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	460	N164	0.228668	4.34422	0.0935405	1	1	1
gain	460	N174	0.556581	3.41438	0.33283	1	1	1
gain	460	t637000114_Francisella_tularensis	1.92991	4.51159	0	0	1	1
gain	460	N184	0.0181804	4.18344	0.0258763	1	1	1
gain	460	N191	0.232161	2.72207	0.745011	2	1	1
loss	460	t640069319_Methylibium_petroleiphilum	0.406299	3.57058	0	0	1	1
loss	460	N195	0.0508163	3.41759	0.268313	1	1	1
loss	460	t639633065_Verminephrobacter_eiseniae	0.259753	3.75231	0	0	1	1
loss	460	t651053062_Ralstonia_solanacearum	0.443338	3.46708	0	0	1	1
gain	460	N224	0.0919948	2.26517	0.911434	2	1	1
loss	460	t637000122_Gluconobacter_oxydans	1.12616	3.50257	0	0	1	1
loss	460	t637000135_Hyphomonas_neptunium	0.799302	3.59193	0	0	1	1
loss	460	t639633056_Roseobacter_denitrificans	0.643155	3.67319	0	0	1	1
loss	460	N236	0.491908	3.71226	0.191262	1	1	1
loss	460	t642979300_Rhizobium_etli	0.341885	3.88055	0	0	1	1
loss	460	N244	0.170722	3.36675	0.0618988	1	1	1
gain	461	N13	0.645923	2.27723	0.969237	2	1	1
loss	461	N39	0.308294	3.06434	0.370072	1	1	1
loss	461	N40	0.122947	2.78687	0.585619	1	1	1
gain	461	t637000198_Nocardia_farcinica	0.347276	3.18638	0	0	1	1
gain	461	t642555140_Mycobacterium_ulcerans	0.157275	3.54145	0	0	1	1
gain	461	N103	0.00574868	3.0385	0.0404146	1	1	1
gain	461	t639633025_Gramella_forsetii	1.33163	3.65344	0	0	1	1
gain	461	N129	0.146015	0.888895	1.2959	1	1	1
loss	461	t637000007_Anaeromyxobacter_dehalogenans	0.773152	2.18479	0	0	1	1
gain	461	N179	0.119575	2.70126	0.987496	1	1	1
loss	462	t641736249_Clostridium_perfringens	0.632613	2.22814	0	0	1	1
loss	462	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	462	t637000140_Lactobacillus_johnsonii	0.038327	4.47859	0	0	1	1
loss	462	t637000142_Lactobacillus_sakei	0.413204	3.98051	0	0	1	1
loss	462	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	462	t639633047_Oenococcus_oeni	0.826813	4.92347	0	0	1	1
loss	462	t640069333_Streptococcus_pyogenes	0.285074	4.45959	0	0	1	1
loss	462	N48	0.797155	2.42846	1.32312	2	1	1
loss	462	N94	0.147096	0.482495	2.34801	1	1	1
loss	462	N101	0.596974	1.29345	1.78546	2	1	1
loss	462	N109	0.996797	3.31861	0.587209	1	1	1
loss	462	N118	0.192245	0.599037	1.39759	3	1	1
gain	462	N137	0.56636	3.03367	0.704339	2	1	1
loss	462	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	462	t637000338_Wigglesworthia_glossinidia	1.01059	6.07858	0	0	1	1
loss	462	t637000136_Idiomarina_loihiensis	0.804487	3.89995	0	0	1	1
gain	462	N183	1.70847	4.16526	0.0440567	1	1	1
gain	462	t637000157_Maricaulis_maris	0.728439	3.52107	0	0	1	1
loss	463	t2511231215_Treponema_pallidum	1.14696	3.85922	0	0	1	1
loss	463	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	463	N115	0.300959	2.87454	0.470893	1	1	1
loss	463	t637000010_Aquifex_aeolicus	1.6278	2.44798	0	0	1	1
loss	463	N170	0.648216	3.31875	0.653499	1	1	1
loss	463	N210	0.565073	2.52384	1.19189	2	1	1
loss	463	t637000157_Maricaulis_maris	0.728439	3.52107	0	0	1	1
loss	463	t637000028_Bartonella_quintana	0.090892	3.90453	0	0	1	1
loss	463	t639633009_Bartonella_bacilliformis	0.213194	3.92545	0	0	1	1
loss	464	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	464	t637000316_Syntrophomonas_wolfei	1.37182	2.18027	0	0	1	1
loss	464	t637000080_Clostridium_tetani	0.610098	2.31844	0	0	1	1
loss	464	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	464	N16	0.63463	3.21852	0.02794	1	1	1
loss	464	N21	0.754348	4.22587	0.249097	2	1	1
loss	464	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	464	t639633049_Pediococcus_pentosaceus	0.603899	4.10062	0	0	1	1
loss	464	t651053075_Streptococcus_thermophilus	0.302792	4.36424	0	0	1	1
loss	464	t646564575_Streptococcus_mutans	0.272221	4.30725	0	0	1	1
loss	464	t640069334_Streptococcus_sanguinis	0.17796	4.30937	0	0	1	1
loss	464	t637000284_Staphylococcus_saprophyticus	0.194262	3.38567	0	0	1	1
loss	464	t645058812_Staphylococcus_epidermidis	0.195413	3.48955	0	0	1	1
loss	464	t645058811_Staphylococcus_aureus	0.180944	3.44204	0	0	1	1
loss	464	N48	0.797155	2.42846	1.32312	2	1	1
loss	464	t637000306_Symbiobacterium_thermophilum	1.3651	1.60108	0	0	1	1
loss	464	t637000092_Deinococcus_radiodurans	0.310454	2.45311	0	0	1	1
loss	464	N64	0.871683	1.26362	0.635532	1	1	1
loss	464	t637000115_Frankia_alni	0.66724	2.53218	0	0	1	1
loss	464	N77	1.39337	3.9737	0.223932	1	1	1
loss	464	N81	0.609522	2.73264	0.45374	2	1	1
gain	464	t2506783060_Mycobacterium_smegmatis	0.332199	3.58929	0	0	1	1
loss	464	N95	2.29904	2.78154	0.311435	2	1	1
loss	464	N102	1.7393	3.03275	0.0461633	1	1	1
loss	464	t2511231215_Treponema_pallidum	1.14696	3.85922	0	0	1	1
loss	464	N105	2.12349	2.81997	0.0666835	1	1	1
loss	464	t637000087_Cytophaga_hutchinsonii	1.28507	3.38134	0	0	1	1
loss	464	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	464	t637000250_Salinibacter_ruber	1.40333	2.55232	0	0	1	1
loss	464	N111	0.157005	0.406792	1.58983	2	1	1
gain	464	N135	0.126297	2.33942	1.15706	2	1	1
loss	464	N139	0.421677	3.55913	0.191076	1	1	1
gain	464	t637000257_Shewanella_frigidimarina	0.14065	3.89464	0	0	1	1
loss	464	t643692054_Vibrio_cholerae	0.357926	4.24869	0	0	1	1
loss	464	t2512564074_Pasteurella_multocida	0.363705	4.56811	0	0	1	1
loss	464	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	464	N165	0.723771	5.06799	0.940053	1	1	1
loss	464	t639633004_Aeromonas_hydrophila	0.559809	3.84758	0	0	1	1
loss	464	t637000136_Idiomarina_loihiensis	0.804487	3.89995	0	0	1	1
loss	464	N169	0.0865349	2.67053	0.82595	1	1	1
loss	464	t637000128_Hahella_chejuensis	0.733731	3.51863	0	0	1	1
loss	464	N176	0.115004	3.69696	0.0502503	1	1	1
loss	464	t2511231165_Pseudomonas_aeruginosa	0.418326	3.83271	0	0	1	1
loss	464	t646564542_Legionella_pneumophila	1.11134	3.8126	0	0	1	1
loss	464	t637000114_Francisella_tularensis	1.92991	4.51159	0	0	1	1
gain	464	N184	0.0181804	4.18344	0.0258763	1	1	1
gain	464	N192	0.0700591	2.79213	0.674952	2	1	1
loss	464	t640069319_Methylibium_petroleiphilum	0.406299	3.57058	0	0	1	1
loss	464	t639633002_Acidovorax_avenae	0.243049	3.7356	0	0	1	1
gain	464	N220	0.214408	2.17318	1.00343	2	1	1
loss	464	t637000103_Erythrobacter_litoralis	0.461874	3.61508	0	0	1	1
loss	464	t637000356_Zymomonas_mobilis	0.818787	3.58361	0	0	1	1
loss	464	N225	0.111234	2.37641	0.8002	1	1	1
loss	464	t637000135_Hyphomonas_neptunium	0.799302	3.59193	0	0	1	1
loss	464	t640427138_Rhodobacter_sphaeroides	0.332898	3.43146	0	0	1	1
loss	464	N236	0.491908	3.71226	0.191262	1	1	1
loss	464	N244	0.170722	3.36675	0.0618988	1	1	1
loss	464	t649633091_Rhodopseudomonas_palustris	0.251702	3.48331	0	0	1	1
gain	465	t637000053_Burkholderia_xenovorans	0.266114	3.57977	0	0	1	1
gain	465	N231	0.0685204	3.09856	0.332898	1	1	1
gain	465	N238	0.236238	3.45659	0.0066869	1	1	1
gain	465	N241	0.0570615	3.33366	0.253032	1	1	1
loss	466	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	466	t637000167_Moorella_thermoacetica	0.839872	1.64832	0	0	1	1
loss	466	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	466	t2511231143_Leuconostoc_mesenteroides	0.693046	4.7897	0	0	1	1
loss	466	t637000182_Mycoplasma_penetrans	1.0592	4.26205	0	0	1	1
loss	466	N56	0.643399	3.26373	1.02871	1	1	1
loss	466	N64	0.871683	1.26362	0.635532	1	1	1
loss	466	t639633001_Acidothermus_cellulolyticus	0.598967	2.57858	0	0	1	1
loss	466	N77	1.39337	3.9737	0.223932	1	1	1
loss	466	N79	0.254568	3.01693	0.476195	1	1	1
loss	466	t637000304_Streptomyces_avermitilis	0.228608	3.6511	0	0	1	1
loss	466	N81	0.609522	2.73264	0.45374	2	1	1
loss	466	t637000319_Thermobifida_fusca	0.654983	2.70484	0	0	1	1
loss	466	t637000248_Rubrobacter_xylanophilus	1.46472	2.21765	0	0	1	1
loss	466	N94	0.147096	0.482495	2.34801	1	1	1
loss	466	t2511231215_Treponema_pallidum	1.14696	3.85922	0	0	1	1
loss	466	N105	2.12349	2.81997	0.0666835	1	1	1
loss	466	N112	0.413388	0.82018	1.6278	1	1	1
loss	466	N119	0.123024	0.722061	1.27456	2	1	1
loss	466	t637000325_Thiomicrospira_crunogena	1.13383	3.29288	0	0	1	1
loss	466	N165	0.723771	5.06799	0.940053	1	1	1
loss	466	N169	0.0865349	2.67053	0.82595	1	1	1
loss	466	N173	0.072905	2.8578	0.75901	1	1	1
loss	466	t637000249_Saccharophagus_degradans	0.918675	3.5737	0	0	1	1
loss	466	N180	0.0590689	2.2722	0.959776	2	1	1
loss	466	N188	1.00986	3.59044	0.0250739	1	1	1
loss	466	N189	0.0810812	2.37421	0.783155	2	1	1
loss	466	N209	0.789825	1.95877	1.21784	3	1	1
gain	466	N229	0.360826	2.79263	0.728439	1	1	1
loss	467	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	467	N21	0.754348	4.22587	0.249097	2	1	1
loss	467	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	467	t639633047_Oenococcus_oeni	0.826813	4.92347	0	0	1	1
loss	467	t651053075_Streptococcus_thermophilus	0.302792	4.36424	0	0	1	1
loss	467	t640069333_Streptococcus_pyogenes	0.285074	4.45959	0	0	1	1
loss	467	t646564575_Streptococcus_mutans	0.272221	4.30725	0	0	1	1
loss	467	t640069334_Streptococcus_sanguinis	0.17796	4.30937	0	0	1	1
loss	467	N48	0.797155	2.42846	1.32312	2	1	1
loss	467	t637000306_Symbiobacterium_thermophilum	1.3651	1.60108	0	0	1	1
loss	467	N61	0.177368	0.391939	1.50721	2	1	1
loss	467	N70	1.11201	1.86494	0.66724	1	1	1
gain	467	N75	0.103871	2.2945	1.07741	1	1	1
loss	467	N78	0.182024	2.76236	0.609553	1	1	1
gain	467	N84	0.178034	3.71958	0.126728	1	1	1
loss	467	t637000236_Rhodopirellula_baltica	2.34801	2.8305	0	0	1	1
loss	467	N96	0.261894	3.04343	0.0775642	1	1	1
loss	467	N101	0.596974	1.29345	1.78546	2	1	1
loss	467	N106	0.695687	1.14899	1.40333	1	1	1
loss	467	N112	0.413388	0.82018	1.6278	1	1	1
gain	467	t650377950_Helicobacter_pylori	0.0540312	4.08442	0	0	1	1
loss	467	N120	0.526262	1.24832	0.748301	1	1	1
loss	467	t637000145_Lawsonia_intracellularis	0.957656	3.54994	0	0	1	1
loss	467	N128	0.143844	0.742881	1.44191	2	1	1
gain	467	N144	0.0934401	3.23089	0.616694	1	1	1
loss	467	t649633107_Vibrio_vulnificus	0.14928	4.12979	0	0	1	1
loss	467	t643692054_Vibrio_cholerae	0.357926	4.24869	0	0	1	1
loss	467	N153	0.467275	4.63476	0.0876493	1	1	1
loss	467	t637000207_Photorhabdus_luminescens	0.282829	4.15361	0	0	1	1
loss	467	N157	0.0764314	4.20509	0.00113126	1	1	1
loss	467	N165	0.723771	5.06799	0.940053	1	1	1
loss	467	t639633004_Aeromonas_hydrophila	0.559809	3.84758	0	0	1	1
gain	467	t650377902_Acinetobacter_baumannii	0.653499	3.97225	0	0	1	1
gain	467	t637000074_Chromobacterium_violaceum	0.520802	3.10138	0	0	1	1
gain	467	t637000235_Rhodoferax_ferrireducens	0.268313	3.6859	0	0	1	1
gain	467	N201	0.102759	3.50889	0.0790192	1	1	1
loss	467	t638341031_Burkholderia_mallei	0.0127314	3.58791	0	0	1	1
gain	467	N230	0.598236	3.03004	0.401418	1	1	1
loss	467	t2511231195_Paracoccus_denitrificans	0.744951	3.84351	0	0	1	1
gain	467	N241	0.0570615	3.33366	0.253032	1	1	1
gain	468	t641736249_Clostridium_perfringens	0.632613	2.22814	0	0	1	1
gain	468	t640963052_Streptococcus_pneumoniae	0.274837	4.40625	0	0	1	1
gain	468	N150	0.180598	3.58058	0.573029	2	1	1
loss	468	t2512564074_Pasteurella_multocida	0.363705	4.56811	0	0	1	1
loss	468	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	468	t637000207_Photorhabdus_luminescens	0.282829	4.15361	0	0	1	1
loss	468	N156	0.139217	4.12866	0.0775627	1	1	1
loss	468	t641522650_Shigella_boydii	0.0154176	4.55316	0	0	1	1
loss	468	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	468	N165	0.723771	5.06799	0.940053	1	1	1
gain	469	t638341205_Streptococcus_agalactiae	0.199349	4.37387	0	0	1	1
gain	469	t640069334_Streptococcus_sanguinis	0.17796	4.30937	0	0	1	1
gain	469	N150	0.180598	3.58058	0.573029	2	1	1
loss	469	t637000124_Haemophilus_ducreyi	0.208739	4.8435	0	0	1	1
loss	469	t637000207_Photorhabdus_luminescens	0.282829	4.15361	0	0	1	1
loss	469	t640069335_Yersinia_enterocolitica	0.0853074	4.21396	0	0	1	1
loss	469	N162	0.0100804	4.52018	0.0148176	1	1	1
loss	469	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	469	N164	0.228668	4.34422	0.0935405	1	1	1
gain	469	t637000122_Gluconobacter_oxydans	1.12616	3.50257	0	0	1	1
gain	469	N240	0.254173	3.2766	0.234796	1	1	1
loss	470	N3	0.181257	0.41723	1.23109	2	1	1
loss	470	N59	0.0896901	0.0896901	1.80946	3	1	1
gain	470	t638341089_Escherichia_coli	0.0324671	4.54257	0	0	1	1
gain	470	t650716086_Sinorhizobium_meliloti	0.234796	3.51139	0	0	1	1
loss	471	t637000060_Carboxydothermus_hydrogenoformans	1.15064	1.78913	0	0	1	1
loss	471	t637000316_Syntrophomonas_wolfei	1.37182	2.18027	0	0	1	1
loss	471	t643348537_Desulfitobacterium_hafniense	1.62396	2.33456	0	0	1	1
