# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2.001
#  1->0 =1
#  1->1 =0
G/L	POS	branch	branchLength	distance2Root	distance2NearestOTU	numOfNodes2NearestOTU	probability	expectation
loss	364	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	364	N8	0.754348	4.22587	0.249097	2	1	1
loss	364	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	364	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	365	N26	1.96614	4.43345	0.10155	1	1	1
gain	366	N5	0.650831	3.03174	0.639755	2	1	1
loss	367	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	367	N8	0.754348	4.22587	0.249097	2	1	1
loss	367	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
loss	367	N18	1.6792	3.9737	0.223932	1	1	1
loss	367	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	368	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	368	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	368	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	369	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	370	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	370	N20	3.06882	3.31861	0.587209	1	1	1
loss	371	N18	1.6792	3.9737	0.223932	1	1	1
loss	371	N23	2.16679	2.57358	0.771851	1	1	1
loss	372	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	372	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	372	N5	0.650831	3.03174	0.639755	2	1	1
loss	372	N18	1.6792	3.9737	0.223932	1	1	1
loss	373	N9	0.214401	4.44027	0.0346956	1	1	1
loss	373	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	373	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
loss	373	N17	2.20481	2.2945	1.1639	1	1	1
loss	373	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	373	N22	0.157005	0.406792	2.87933	2	1	1
loss	374	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	374	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	374	N6	0.29971	3.33145	0.643195	2	1	1
gain	374	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
gain	374	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	374	N18	1.6792	3.9737	0.223932	1	1	1
loss	375	N23	2.16679	2.57358	0.771851	1	1	1
loss	376	t640963015_Bifidobacterium_adolescentis	0.223932	4.19764	0	0	1	1
gain	377	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	378	N2	1.00486	1.00486	1.22328	1	1	1
loss	378	N17	2.20481	2.2945	1.1639	1	1	1
loss	378	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	378	t640963041_Campylobacter_jejuni	1.18765	3.76123	0	0	1	1
loss	378	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	378	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	379	N2	1.00486	1.00486	1.22328	1	1	1
loss	379	N17	2.20481	2.2945	1.1639	1	1	1
loss	379	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	379	t640963041_Campylobacter_jejuni	1.18765	3.76123	0	0	1	1
loss	379	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
gain	380	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
gain	380	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	380	N22	0.157005	0.406792	2.87933	2	1	1
loss	380	N25	1.86827	2.46731	1.3654	1	1	1
loss	381	N6	0.29971	3.33145	0.643195	2	1	1
loss	382	N20	3.06882	3.31861	0.587209	1	1	1
loss	383	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	383	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	383	N20	3.06882	3.31861	0.587209	1	1	1
loss	383	N23	2.16679	2.57358	0.771851	1	1	1
loss	383	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	384	N3	0.304361	1.30922	1.95686	1	1	1
loss	384	N18	1.6792	3.9737	0.223932	1	1	1
loss	384	N23	2.16679	2.57358	0.771851	1	1	1
loss	384	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	384	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	384	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	385	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	386	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	386	t637000138_Lactobacillus_acidophilus	0.348272	4.68447	0	0	1	1
loss	386	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	386	N23	2.16679	2.57358	0.771851	1	1	1
loss	387	N17	2.20481	2.2945	1.1639	1	1	1
loss	387	N20	3.06882	3.31861	0.587209	1	1	1
loss	388	N9	0.214401	4.44027	0.0346956	1	1	1
loss	388	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	388	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	388	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	388	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	388	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	388	N19	0.160097	0.249787	3.03633	2	1	1
gain	388	N26	1.96614	4.43345	0.10155	1	1	1
loss	389	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	389	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	389	N5	0.650831	3.03174	0.639755	2	1	1
loss	389	N17	2.20481	2.2945	1.1639	1	1	1
loss	389	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	389	N23	2.16679	2.57358	0.771851	1	1	1
loss	389	N27	0.0750804	4.50853	0.02647	1	1	1
loss	389	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	390	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	390	N4	1.07169	2.38091	1.0327	1	1	1
loss	390	N17	2.20481	2.2945	1.1639	1	1	1
loss	391	t651053039_Lactobacillus_casei	0.645043	4.11656	0	0	1	1
loss	391	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	391	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	391	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	391	t640963015_Bifidobacterium_adolescentis	0.223932	4.19764	0	0	1	1
loss	391	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	391	N21	0.480439	3.79905	0.10677	1	1	1
loss	391	N22	0.157005	0.406792	2.87933	2	1	1
gain	392	t640963041_Campylobacter_jejuni	1.18765	3.76123	0	0	1	1
loss	393	N8	0.754348	4.22587	0.249097	2	1	1
loss	393	N11	0.0927207	3.42417	0.550475	1	1	1
loss	393	N15	0.459313	3.61874	0.589855	1	1	1
loss	393	N23	2.16679	2.57358	0.771851	1	1	1
loss	393	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
gain	394	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	395	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	395	t637000024_Bacteroides_fragilis	0.123027	3.92207	0	0	1	1
loss	396	t649633019_Bifidobacterium_longum	0.267378	4.24108	0	0	1	1
loss	396	N20	3.06882	3.31861	0.587209	1	1	1
loss	396	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	397	N26	1.96614	4.43345	0.10155	1	1	1
gain	398	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	399	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	400	N8	0.754348	4.22587	0.249097	2	1	1
loss	400	N11	0.0927207	3.42417	0.550475	1	1	1
loss	400	N15	0.459313	3.61874	0.589855	1	1	1
loss	400	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
loss	400	N18	1.6792	3.9737	0.223932	1	1	1
loss	400	N22	0.157005	0.406792	2.87933	2	1	1
gain	401	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
gain	401	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	401	N22	0.157005	0.406792	2.87933	2	1	1
loss	401	t640963041_Campylobacter_jejuni	1.18765	3.76123	0	0	1	1
loss	402	N3	0.304361	1.30922	1.95686	1	1	1
gain	402	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	402	N17	2.20481	2.2945	1.1639	1	1	1
loss	402	N21	0.480439	3.79905	0.10677	1	1	1
gain	403	N25	1.86827	2.46731	1.3654	1	1	1
loss	403	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	404	N5	0.650831	3.03174	0.639755	2	1	1
loss	404	N18	1.6792	3.9737	0.223932	1	1	1
loss	405	N4	1.07169	2.38091	1.0327	1	1	1
loss	405	N16	0.0896901	0.0896901	3.19643	2	1	1
gain	406	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	406	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	407	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	407	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	408	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
gain	408	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	408	N28	0.00157189	4.5101	0.0248981	1	1	1
loss	408	N30	0.0175625	4.53775	0.0154176	1	1	1
gain	409	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
gain	409	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	409	N28	0.00157189	4.5101	0.0248981	1	1	1
loss	409	N30	0.0175625	4.53775	0.0154176	1	1	1
gain	410	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
gain	410	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	411	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
gain	411	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	412	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	412	N8	0.754348	4.22587	0.249097	2	1	1
loss	412	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	412	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	412	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	412	N15	0.459313	3.61874	0.589855	1	1	1
loss	412	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
loss	412	N17	2.20481	2.2945	1.1639	1	1	1
loss	412	N20	3.06882	3.31861	0.587209	1	1	1
loss	413	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	413	N5	0.650831	3.03174	0.639755	2	1	1
loss	413	N18	1.6792	3.9737	0.223932	1	1	1
loss	413	N19	0.160097	0.249787	3.03633	2	1	1
gain	413	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	414	t637000026_Bacteroides_thetaiotaomicron	0.10677	3.90582	0	0	1	1
gain	414	N26	1.96614	4.43345	0.10155	1	1	1
loss	414	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
gain	415	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	416	N2	1.00486	1.00486	1.22328	1	1	1
loss	416	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	416	N23	2.16679	2.57358	0.771851	1	1	1
loss	416	N26	1.96614	4.43345	0.10155	1	1	1
gain	417	N22	0.157005	0.406792	2.87933	2	1	1
loss	417	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	417	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	418	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	418	N6	0.29971	3.33145	0.643195	2	1	1
loss	418	N15	0.459313	3.61874	0.589855	1	1	1
loss	418	N16	0.0896901	0.0896901	3.19643	2	1	1
gain	419	N25	1.86827	2.46731	1.3654	1	1	1
gain	420	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
gain	420	N25	1.86827	2.46731	1.3654	1	1	1
gain	421	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	421	N25	1.86827	2.46731	1.3654	1	1	1
loss	421	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
gain	422	N5	0.650831	3.03174	0.639755	2	1	1
loss	422	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
gain	422	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
gain	423	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	424	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	424	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	424	N7	0.140064	3.47152	0.645043	1	1	1
loss	424	N12	0.109995	3.53417	0.497563	1	1	1
loss	424	N15	0.459313	3.61874	0.589855	1	1	1
loss	424	t649633019_Bifidobacterium_longum	0.267378	4.24108	0	0	1	1
loss	424	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	424	N23	2.16679	2.57358	0.771851	1	1	1
loss	424	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	424	t642555155_Salmonella_enterica	0.19506	4.62851	0	0	1	1
loss	425	N2	1.00486	1.00486	1.22328	1	1	1
gain	425	N15	0.459313	3.61874	0.589855	1	1	1
loss	425	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
gain	426	N8	0.754348	4.22587	0.249097	2	1	1
loss	426	t637000140_Lactobacillus_johnsonii	0.038327	4.47859	0	0	1	1
loss	426	t637000138_Lactobacillus_acidophilus	0.348272	4.68447	0	0	1	1
gain	426	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
gain	426	N21	0.480439	3.79905	0.10677	1	1	1
gain	426	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	427	N2	1.00486	1.00486	1.22328	1	1	1
loss	427	N17	2.20481	2.2945	1.1639	1	1	1
loss	427	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	427	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
gain	428	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	429	N26	1.96614	4.43345	0.10155	1	1	1
loss	429	t641522650_Shigella_boydii	0.0154176	4.55316	0	0	1	1
loss	430	N2	1.00486	1.00486	1.22328	1	1	1
loss	430	N18	1.6792	3.9737	0.223932	1	1	1
loss	430	N20	3.06882	3.31861	0.587209	1	1	1
loss	430	N23	2.16679	2.57358	0.771851	1	1	1
loss	430	N30	0.0175625	4.53775	0.0154176	1	1	1
loss	430	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	431	N2	1.00486	1.00486	1.22328	1	1	1
loss	431	N17	2.20481	2.2945	1.1639	1	1	1
loss	431	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	431	t637000341_Wolinella_succinogenes	0.771851	3.34543	0	0	1	1
loss	431	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	431	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	432	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	432	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	432	N9	0.214401	4.44027	0.0346956	1	1	1
loss	432	t637000138_Lactobacillus_acidophilus	0.348272	4.68447	0	0	1	1
loss	432	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	432	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	432	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	432	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
loss	432	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
loss	432	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	432	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	433	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	433	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	433	N8	0.754348	4.22587	0.249097	2	1	1
loss	433	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	433	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
gain	434	N27	0.0750804	4.50853	0.02647	1	1	1
loss	435	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	435	N4	1.07169	2.38091	1.0327	1	1	1
loss	435	N17	2.20481	2.2945	1.1639	1	1	1
loss	435	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	435	t637000024_Bacteroides_fragilis	0.123027	3.92207	0	0	1	1
gain	436	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
gain	436	N26	1.96614	4.43345	0.10155	1	1	1
loss	437	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	437	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	437	N16	0.0896901	0.0896901	3.19643	2	1	1
gain	438	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
gain	438	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	439	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	440	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	440	N8	0.754348	4.22587	0.249097	2	1	1
loss	440	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	440	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	440	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	440	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
loss	440	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
loss	440	N18	1.6792	3.9737	0.223932	1	1	1
loss	440	N23	2.16679	2.57358	0.771851	1	1	1
loss	440	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	440	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	441	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	442	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	442	N18	1.6792	3.9737	0.223932	1	1	1
loss	442	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	442	N23	2.16679	2.57358	0.771851	1	1	1
loss	443	N3	0.304361	1.30922	1.95686	1	1	1
gain	443	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	443	t640963041_Campylobacter_jejuni	1.18765	3.76123	0	0	1	1
loss	443	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	443	t640427143_Shigella_sonnei	0.0148176	4.535	0	0	1	1
loss	443	t640427142_Shigella_dysenteriae	0.026642	4.56439	0	0	1	1
loss	443	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
gain	444	N21	0.480439	3.79905	0.10677	1	1	1
gain	444	N25	1.86827	2.46731	1.3654	1	1	1
loss	444	t640427143_Shigella_sonnei	0.0148176	4.535	0	0	1	1
loss	444	t641522650_Shigella_boydii	0.0154176	4.55316	0	0	1	1
loss	444	t637000265_Shigella_flexneri	0.0326132	4.54114	0	0	1	1
loss	444	t642555155_Salmonella_enterica	0.19506	4.62851	0	0	1	1
loss	445	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	445	N4	1.07169	2.38091	1.0327	1	1	1
loss	445	N17	2.20481	2.2945	1.1639	1	1	1
loss	445	N20	3.06882	3.31861	0.587209	1	1	1
loss	445	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	446	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	446	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	446	N7	0.140064	3.47152	0.645043	1	1	1
loss	446	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	446	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	446	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	446	N18	1.6792	3.9737	0.223932	1	1	1
loss	446	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	446	N23	2.16679	2.57358	0.771851	1	1	1
loss	446	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	446	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
gain	447	t650377907_Bacillus_subtilis	1.0327	3.41361	0	0	1	1
loss	448	t641736249_Clostridium_perfringens	1.22328	2.22814	0	0	1	1
loss	448	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	448	N10	0.110336	4.3362	0.348272	1	1	1
loss	448	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	448	N14	0.12768	3.15942	0.512075	1	1	1
loss	448	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	448	N19	0.160097	0.249787	3.03633	2	1	1
gain	449	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
gain	449	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
loss	450	N3	0.304361	1.30922	1.95686	1	1	1
loss	450	N18	1.6792	3.9737	0.223932	1	1	1
loss	450	N22	0.157005	0.406792	2.87933	2	1	1
loss	451	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	451	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	451	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	451	t2511231143_Leuconostoc_mesenteroides	1.25553	4.7897	0	0	1	1
loss	451	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	451	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	451	N23	2.16679	2.57358	0.771851	1	1	1
loss	451	t643348538_Desulfovibrio_desulfuricans	2.68708	3.28612	0	0	1	1
loss	451	N30	0.0175625	4.53775	0.0154176	1	1	1
loss	451	t2511231165_Pseudomonas_aeruginosa	1.3654	3.83271	0	0	1	1
loss	452	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	452	t643886066_Lactobacillus_gasseri	0.0346956	4.47496	0	0	1	1
loss	452	t651053039_Lactobacillus_casei	0.645043	4.11656	0	0	1	1
loss	452	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	452	N22	0.157005	0.406792	2.87933	2	1	1
gain	452	N28	0.00157189	4.5101	0.0248981	1	1	1
loss	452	N30	0.0175625	4.53775	0.0154176	1	1	1
loss	453	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	453	t637000139_Lactobacillus_delbrueckii	0.430732	4.76693	0	0	1	1
loss	453	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	453	t651053041_Lactococcus_lactis	0.589855	4.20859	0	0	1	1
loss	453	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	453	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	453	t637000024_Bacteroides_fragilis	0.123027	3.92207	0	0	1	1
loss	453	N22	0.157005	0.406792	2.87933	2	1	1
gain	453	N27	0.0750804	4.50853	0.02647	1	1	1
loss	453	t641522650_Shigella_boydii	0.0154176	4.55316	0	0	1	1
loss	453	t638341089_Escherichia_coli	0.0324671	4.54257	0	0	1	1
gain	454	N25	1.86827	2.46731	1.3654	1	1	1
loss	455	N3	0.304361	1.30922	1.95686	1	1	1
gain	455	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
loss	455	N18	1.6792	3.9737	0.223932	1	1	1
loss	455	N19	0.160097	0.249787	3.03633	2	1	1
gain	455	N27	0.0750804	4.50853	0.02647	1	1	1
loss	455	N30	0.0175625	4.53775	0.0154176	1	1	1
loss	456	N3	0.304361	1.30922	1.95686	1	1	1
loss	456	N17	2.20481	2.2945	1.1639	1	1	1
loss	456	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	456	N22	0.157005	0.406792	2.87933	2	1	1
gain	457	N4	1.07169	2.38091	1.0327	1	1	1
loss	457	N7	0.140064	3.47152	0.645043	1	1	1
loss	457	t648231712_Lactobacillus_salivarius	0.550475	3.97465	0	0	1	1
loss	457	t644736381_Lactobacillus_plantarum	0.407571	4.03173	0	0	1	1
loss	457	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	457	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
gain	457	t640963015_Bifidobacterium_adolescentis	0.223932	4.19764	0	0	1	1
gain	457	t638341089_Escherichia_coli	0.0324671	4.54257	0	0	1	1
loss	458	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	458	N6	0.29971	3.33145	0.643195	2	1	1
gain	458	t637000138_Lactobacillus_acidophilus	0.348272	4.68447	0	0	1	1
loss	458	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	458	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
loss	458	t649633019_Bifidobacterium_longum	0.267378	4.24108	0	0	1	1
loss	458	t651053059_Propionibacterium_acnes	1.1639	3.4584	0	0	1	1
loss	458	t650716072_Porphyromonas_gingivalis	0.744088	4.06269	0	0	1	1
loss	458	N22	0.157005	0.406792	2.87933	2	1	1
gain	459	t639633027_Lactobacillus_brevis	0.442901	4.06706	0	0	1	1
gain	459	t640963015_Bifidobacterium_adolescentis	0.223932	4.19764	0	0	1	1
gain	459	t637000026_Bacteroides_thetaiotaomicron	0.10677	3.90582	0	0	1	1
gain	460	N21	0.480439	3.79905	0.10677	1	1	1
loss	461	t647000254_Fusobacterium_nucleatum	1.95686	3.26607	0	0	1	1
loss	461	N7	0.140064	3.47152	0.645043	1	1	1
loss	461	N12	0.109995	3.53417	0.497563	1	1	1
loss	461	t651053075_Streptococcus_thermophilus	0.745504	4.36424	0	0	1	1
loss	461	t647533130_Enterococcus_faecalis	0.512075	3.6715	0	0	1	1
